	Аахен		Аахенъ
 	Каспийское		Каспійское	 
 	касса		касса, въ кассѣ	 
 	кассация		кассація	 
 	Кассель		Кассель	 
 	кассета		кассета, на кассетѣ	 
 	Кассий		Кассій	 
 	Кассиодор		Кассіодоръ	 
 	кассолет		кассолетъ	 
 	кастаньета		кастаньета	 
 	кастелянша		кастелянша	 
 	кастет		кастетъ	 
 	кастрюля		кастрюля, въ кастрюлѣ	 
 	Касьян		Касьянъ и Кассіанъ	 
 	катавасия		катавасія	 
 	катакомбы		катакомбы	 
 	каталепсия		каталепсія	 
 	каталог		каталогъ, въ каталогѣ	 
 	катание		катаніе, катаніемъ	 
 	катастрофа		катастрофа, въ катастрофѣ	 
 	катастрофический		катастрофическій	 
 	катафалк		катафалкъ, на катафалкѣ	 
 	категориальный		категоріальный, категоріальнаго	 
 	категорией		категоріей, по категоріямъ	 
 	категоризация		категоризація, категоризировать	 
 	категоризованный		категоризованный	 
 	категоризовать		категоризовать, категоризоваться	 
 	категорийный		категорійный, категорійнаго	 
 	категоричен		категориченъ	 
 	категорически		категорически	 
 	категорические		категорическіе, категорическія	 
 	категорический		категорическій, категорическаго	 
 	категорического		категорическаго	 
 	категорическое		категорическое	 
 	категоричнее		категоричнѣе	 
 	категоричного		категоричнаго	 
 	категорично		категорично	 
 	категоричное		категоричное	 
 	категоричные		категоричные, категоричныя	 
 	категоричный		категоричный, категоричнаго, категориченъ	 
 	категория		категорія, категоріи, категоріей	 
 	Катенька		Катенька	 
 	катер		катеръ, на катерѣ	 
 	Катерина		Катерина, Екатерина	 
 	катет		катетъ	 
 	катетер		катетеръ, катетръ	 
 	катехизис		катехизисъ и катихизисъ	 
 	катитесь		катитесь	 
 	католический		католическій	 
 	каторга		каторга, на каторгѣ	 
 	каторжане		каторжане	 
 	каторжного		каторжнаго	 
 	каторжное		каторжное	 
 	каторжные		каторжные, каторжныя	 
 	катрен		катренъ	 
 	Каттегат		Каттегатъ	 
 	катушечка		катушечка	 
 	Кафа		Каѳа, въ Каѳѣ	 
 	кафе		кафе и кафэ, кофейня, въ кафе	 
 	кафетерий		кафетерій	 
 	кафедра		каѳедра, на каѳедрѣ	 
 	кафедральный		каѳедральный, каѳедральнаго	 
 	кафель		кафель	 
 	кафе-ресторан		кафе-ресторанъ, въ кафе-ресторанѣ	 
 	кафешантан		кафе-шантанъ, въ кафе-шантанѣ	 
 	кафешка		кафешка, въ кафешкѣ	 
 	кафизма		каѳизма	 
 	кафолический		каѳолическій, но католическій	 
 	кафтан		кафтанъ	 
 	кахексия		кахексія	 
 	Кахетия		Кахетія	 
 	кацавейка		кацавейка	 
 	качает		качаетъ, качается	 
 	качание		качаніе	 
 	качаться		качаться	 
 	качели		качели, на качеляхъ	 
 	каченный		каченный, каченнаго	 
 	качественнее		качественнѣе	 
 	качественного		качественнаго	 
 	качественное		качественное	 
 	качественные		качественные, качественныя	 
 	качественный		качественный, качественнаго	 
 	качество		качество, о качествѣ, въ качествѣ	 
 	качнёмся		качнёмся	 
 	качнётся		качнётся	 
 	качнёшься		качнёшься	 
